paper,doi,canonical,paper_term,relevance
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,spatial resolution,localization accuracy better than 50 nm,0.9
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,recombination activity,recombination-active,0.89
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,chemical sensitivity,~10¹³ atoms cm⁻²,0.88
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,specimen geometry,TEM lamella,0.88
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,substrate material,multicrystalline silicon,0.88
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,defect analysis method,structural and chemical analysis,0.87
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,defect geometry,extended defects,0.86
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,beam energy,low-energy EBIC,0.85
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,elemental sensitivity,chemical sensitivity,0.83
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,detection limit,10¹³ atoms cm⁻²,0.82
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,material class,semiconductors,0.8
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,reference technique,synchrotron-based x-ray techniques,0.78
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,10.1063/1.3443573,crystal growth method,block-cast,0.75
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,crystal defect type,dislocations and stacking faults,1.0
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,characterization technique,scanning transmission electron microscopy (STEM) in a scanning electron microscope,1.0
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,absorber material,GaN,0.97
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,defect analysis criterion,g·b = n (g·R = n) criterion,0.97
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,semiconductor material,GaN,0.96
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,burgers vector,Burgers vector b,0.95
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,defect characterization method,g·b/g·R analysis,0.95
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,displacement vector,displacement vector R,0.93
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,imaging vector,imaging vector g,0.92
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,diffraction condition,two-beam diffraction conditions,0.91
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,reference characterization technique,transmission electron microscopy (TEM),0.9
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,microscope type,scanning electron microscope (SEM),0.9
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,imaging mode,STEM imaging,0.88
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,specimen orientation control,specimen orientation control in SEM,0.88
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,theoretical principle,reciprocity theorem,0.85
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,defect type,single dislocations,0.85
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,detector type,STEM detector,0.83
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,specimen holder,double-tilt TEM specimen holder,0.82
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,diffraction pattern acquisition,on-axis diffraction patterns,0.81
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,stacking fault property,displacement vector determination,0.8
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,dislocation property,Burgers vector determination,0.8
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,camera type,charge-coupled-device (CCD) camera,0.79
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,instrument accessory,double-tilt TEM specimen holder and CCD camera,0.78
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,diffraction pattern type,on-axis diffraction patterns,0.75
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,10.1186/s40679-019-0065-1,material property influence,material properties influenced by crystal defects,0.72
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,heterostructure type,semiconductor heterostructures,0.98
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,characterisation technique,high-resolution annular dark-field scanning transmission electron microscopy (HAADF-STEM),0.97
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,defect type,structural defects,0.97
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,strain relaxation mechanism,plastic relaxation of epitaxial strain,0.96
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,crystal defect dimensionality,one- and two-dimensional crystal defects,0.95
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,material system,semiconductor heterostructures on Si,0.95
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,strained layer,strained semiconductor heterostructures,0.94
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,substrate material,micro-patterned Si substrates,0.93
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,lattice mismatch,misfit of crystal lattices,0.93
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,strain origin,misfit of crystal lattices,0.92
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,substrate semiconductor,Si (silicon),0.92
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,absorber material,GaAs/Si,0.91
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,defect dimensionality,two-dimensional crystal defects,0.91
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,10.1016/j.ultramic.2016.09.015,defect dimensionality,one-dimensional crystal defects,0.91
